info: Microsoft.Hosting.Lifetime[14]
      Now listening on: http://[::]:5029
info: Microsoft.Hosting.Lifetime[0]
      Application started. Press Ctrl+C to shut down.
info: Microsoft.Hosting.Lifetime[0]
2023-03-16 14:13:22.861 结束，查询次数：286，结果数量：4036，去重-->3962，耗时：3.624秒
2023-03-16 14:13:22.865 结束，查询次数：286，结果数量：3950，去重-->3856，耗时：3.660秒
2023-03-16 14:13:22.868 结束，查询次数：286，结果数量：4001，去重-->3925，耗时：3.701秒
2023-03-16 14:13:22.874 结束，查询次数：286，结果数量：3997，去重-->3918，耗时：3.526秒
2023-03-16 14:13:22.890 结束，查询次数：286，结果数量：3961，去重-->3891，耗时：3.486秒
2023-03-16 14:13:22.895 结束，查询次数：286，结果数量：4068，去重-->3983，耗时：3.851秒
2023-03-16 14:13:23.046 结束，查询次数：286，结果数量：3980，去重-->3893，耗时：3.698秒
2023-03-16 14:13:23.047 结束，查询次数：286，结果数量：3921，去重-->3853，耗时：3.788秒
2023-03-16 14:13:23.049 结束，查询次数：286，结果数量：3893，去重-->3826，耗时：3.622秒
2023-03-16 14:13:23.061 结束，查询次数：286，结果数量：4018，去重-->3953，耗时：3.701秒
2023-03-16 14:13:23.062 结束，查询次数：286，结果数量：3954，去重-->3872，耗时：3.568秒
2023-03-16 14:13:23.072 结束，查询次数：286，结果数量：4020，去重-->3952，耗时：3.691秒
2023-03-16 14:13:23.085 结束，查询次数：286，结果数量：3962，去重-->3892，耗时：3.620秒
2023-03-16 14:13:23.089 结束，查询次数：286，结果数量：3925，去重-->3847，耗时：3.697秒
2023-03-16 14:13:23.090 结束，查询次数：286，结果数量：4023，去重-->3938，耗时：3.742秒
2023-03-16 14:13:23.103 结束，查询次数：286，结果数量：3970，去重-->3886，耗时：3.898秒
2023-03-16 14:13:23.105 结束，查询次数：286，结果数量：3942，去重-->3868，耗时：3.660秒
2023-03-16 14:13:23.132 结束，查询次数：286，结果数量：3980，去重-->3901，耗时：3.706秒
2023-03-16 14:13:23.138 结束，查询次数：286，结果数量：4058，去重-->3974，耗时：3.673秒
2023-03-16 14:13:23.148 结束，查询次数：286，结果数量：3983，去重-->3920，耗时：3.763秒
2023-03-16 14:13:23.154 结束，查询次数：286，结果数量：4061，去重-->3992，耗时：3.520秒
2023-03-16 14:13:23.155 结束，查询次数：286，结果数量：4045，去重-->3968，耗时：3.689秒
2023-03-16 14:13:23.159 结束，查询次数：286，结果数量：3948，去重-->3858，耗时：3.649秒
2023-03-16 14:13:23.161 结束，查询次数：286，结果数量：3997，去重-->3913，耗时：3.878秒
2023-03-16 14:13:23.163 结束，查询次数：286，结果数量：3931，去重-->3847，耗时：3.957秒
2023-03-16 14:13:23.167 结束，查询次数：286，结果数量：3972，去重-->3883，耗时：3.761秒
2023-03-16 14:13:23.168 结束，查询次数：286，结果数量：4021，去重-->3955，耗时：3.908秒
2023-03-16 14:13:23.180 结束，查询次数：286，结果数量：3954，去重-->3891，耗时：3.943秒
2023-03-16 14:13:23.181 结束，查询次数：286，结果数量：4008，去重-->3922，耗时：3.833秒
2023-03-16 14:13:23.181 结束，查询次数：286，结果数量：3910，去重-->3842，耗时：3.957秒
2023-03-16 14:13:23.182 结束，查询次数：286，结果数量：4033，去重-->3946，耗时：3.672秒
2023-03-16 14:13:23.188 结束，查询次数：286，结果数量：3955，去重-->3884，耗时：3.947秒
2023-03-16 14:13:23.192 结束，查询次数：286，结果数量：3977，去重-->3900，耗时：3.663秒
2023-03-16 14:13:23.197 结束，查询次数：286，结果数量：3881，去重-->3820，耗时：3.304秒
2023-03-16 14:13:23.206 结束，查询次数：286，结果数量：4007，去重-->3926，耗时：3.572秒
2023-03-16 14:13:23.209 结束，查询次数：286，结果数量：4054，去重-->3978，耗时：3.949秒
2023-03-16 14:13:23.213 结束，查询次数：286，结果数量：4009，去重-->3933，耗时：3.720秒
2023-03-16 14:13:23.215 结束，查询次数：286，结果数量：4009，去重-->3933，耗时：3.598秒
2023-03-16 14:13:23.217 结束，查询次数：286，结果数量：3942，去重-->3865，耗时：3.404秒
2023-03-16 14:13:23.219 结束，查询次数：286，结果数量：3973，去重-->3882，耗时：3.676秒
2023-03-16 14:13:23.219 结束，查询次数：286，结果数量：3985，去重-->3904，耗时：3.754秒
2023-03-16 14:13:23.221 结束，查询次数：286，结果数量：3960，去重-->3892，耗时：3.860秒
2023-03-16 14:13:23.221 结束，查询次数：286，结果数量：4031，去重-->3960，耗时：3.816秒
2023-03-16 14:13:23.223 结束，查询次数：286，结果数量：3946，去重-->3866，耗时：3.573秒
2023-03-16 14:13:23.223 结束，查询次数：286，结果数量：3964，去重-->3887，耗时：3.713秒
2023-03-16 14:13:23.224 结束，查询次数：286，结果数量：3950，去重-->3869，耗时：3.731秒
2023-03-16 14:13:23.237 结束，查询次数：286，结果数量：3885，去重-->3810，耗时：3.978秒
2023-03-16 14:13:23.238 结束，查询次数：286，结果数量：4053，去重-->3969，耗时：3.833秒
2023-03-16 14:13:23.241 结束，查询次数：286，结果数量：3987，去重-->3913，耗时：3.797秒
2023-03-16 14:13:23.243 结束，查询次数：286，结果数量：3987，去重-->3904，耗时：3.714秒
2023-03-16 14:13:23.245 结束，查询次数：286，结果数量：3981，去重-->3916，耗时：3.489秒
2023-03-16 14:13:23.249 结束，查询次数：286，结果数量：4001，去重-->3927，耗时：3.242秒
2023-03-16 14:13:23.253 结束，查询次数：286，结果数量：3957，去重-->3874，耗时：3.710秒
2023-03-16 14:13:23.253 结束，查询次数：286，结果数量：3999，去重-->3933，耗时：3.302秒
2023-03-16 14:13:23.254 结束，查询次数：286，结果数量：4002，去重-->3926，耗时：3.849秒
2023-03-16 14:13:23.262 结束，查询次数：286，结果数量：3942，去重-->3869，耗时：3.558秒
2023-03-16 14:13:23.266 结束，查询次数：286，结果数量：3975，去重-->3898，耗时：3.437秒
2023-03-16 14:13:23.267 结束，查询次数：286，结果数量：3998，去重-->3918，耗时：3.774秒
2023-03-16 14:13:23.268 结束，查询次数：286，结果数量：3957，去重-->3866，耗时：3.319秒
2023-03-16 14:13:23.269 结束，查询次数：286，结果数量：3955，去重-->3878，耗时：3.635秒
2023-03-16 14:13:23.272 结束，查询次数：286，结果数量：3969，去重-->3892，耗时：3.828秒
2023-03-16 14:13:23.272 结束，查询次数：286，结果数量：4015，去重-->3938，耗时：3.359秒
2023-03-16 14:13:23.273 结束，查询次数：286，结果数量：4036，去重-->3950，耗时：3.342秒
2023-03-16 14:13:23.274 结束，查询次数：286，结果数量：4064，去重-->3988，耗时：3.360秒
2023-03-16 14:13:23.275 结束，查询次数：286，结果数量：3937，去重-->3854，耗时：3.672秒
2023-03-16 14:13:23.276 结束，查询次数：286，结果数量：3931，去重-->3856，耗时：3.849秒
2023-03-16 14:13:23.276 结束，查询次数：286，结果数量：4027，去重-->3951，耗时：3.732秒
2023-03-16 14:13:23.277 结束，查询次数：286，结果数量：3979，去重-->3896，耗时：3.627秒
2023-03-16 14:13:23.281 结束，查询次数：286，结果数量：3965，去重-->3868，耗时：3.562秒
2023-03-16 14:13:23.282 结束，查询次数：286，结果数量：3924，去重-->3851，耗时：3.370秒
2023-03-16 14:13:23.284 结束，查询次数：286，结果数量：4049，去重-->3980，耗时：3.370秒
2023-03-16 14:13:23.288 结束，查询次数：286，结果数量：3960，去重-->3886，耗时：3.882秒
2023-03-16 14:13:23.288 结束，查询次数：286，结果数量：3971，去重-->3903，耗时：3.860秒
2023-03-16 14:13:23.288 结束，查询次数：286，结果数量：3963，去重-->3873，耗时：3.356秒
2023-03-16 14:13:23.295 结束，查询次数：286，结果数量：4050，去重-->3957，耗时：3.659秒
2023-03-16 14:13:23.302 结束，查询次数：286，结果数量：4013，去重-->3946，耗时：3.652秒
2023-03-16 14:13:23.303 结束，查询次数：286，结果数量：3997，去重-->3914，耗时：3.670秒
2023-03-16 14:13:23.309 结束，查询次数：286，结果数量：4037，去重-->3960，耗时：3.707秒
2023-03-16 14:13:23.310 结束，查询次数：286，结果数量：3936，去重-->3865，耗时：3.660秒
2023-03-16 14:13:23.313 结束，查询次数：286，结果数量：4041，去重-->3960，耗时：3.503秒
2023-03-16 14:13:23.313 结束，查询次数：286，结果数量：3995，去重-->3907，耗时：3.551秒
2023-03-16 14:13:23.319 结束，查询次数：286，结果数量：3904，去重-->3836，耗时：3.407秒
2023-03-16 14:13:23.322 结束，查询次数：286，结果数量：3980，去重-->3903，耗时：3.409秒
2023-03-16 14:13:23.323 结束，查询次数：286，结果数量：4006，去重-->3931，耗时：3.244秒
2023-03-16 14:13:23.324 结束，查询次数：286，结果数量：3999，去重-->3910，耗时：3.642秒
2023-03-16 14:13:23.327 结束，查询次数：286，结果数量：4009，去重-->3928，耗时：3.577秒
2023-03-16 14:13:23.327 结束，查询次数：286，结果数量：3951，去重-->3868，耗时：3.710秒
2023-03-16 14:13:23.343 结束，查询次数：286，结果数量：4083，去重-->3996，耗时：3.593秒
2023-03-16 14:13:23.394 结束，查询次数：286，结果数量：3981，去重-->3898，耗时：3.482秒
2023-03-16 14:13:23.394 结束，查询次数：286，结果数量：4047，去重-->3966，耗时：3.566秒
2023-03-16 14:13:23.395 结束，查询次数：286，结果数量：3964，去重-->3893，耗时：3.900秒
2023-03-16 14:13:23.395 结束，查询次数：286，结果数量：3994，去重-->3899，耗时：3.676秒
2023-03-16 14:13:23.396 结束，查询次数：286，结果数量：3919，去重-->3853，耗时：3.851秒
2023-03-16 14:13:23.396 结束，查询次数：286，结果数量：3915，去重-->3843，耗时：3.746秒
2023-03-16 14:13:23.398 结束，查询次数：286，结果数量：4021，去重-->3940，耗时：3.588秒
2023-03-16 14:13:23.400 结束，查询次数：286，结果数量：3972，去重-->3892，耗时：3.856秒
2023-03-16 14:13:23.400 结束，查询次数：286，结果数量：4008，去重-->3915，耗时：3.764秒
2023-03-16 14:13:23.404 结束，查询次数：286，结果数量：3956，去重-->3887，耗时：3.455秒
2023-03-16 14:13:23.404 结束，查询次数：286，结果数量：3941，去重-->3874，耗时：3.575秒
2023-03-16 14:13:23.406 结束，查询次数：286，结果数量：3897，去重-->3821，耗时：3.358秒
2023-03-16 14:13:23.422 结束，查询次数：286，结果数量：4025，去重-->3964，耗时：3.985秒
2023-03-16 14:13:23.432 结束，查询次数：286，结果数量：3963，去重-->3875，耗时：3.482秒
2023-03-16 14:13:23.436 结束，查询次数：286，结果数量：3968，去重-->3885，耗时：3.686秒
2023-03-16 14:13:23.448 结束，查询次数：286，结果数量：4021，去重-->3929，耗时：3.814秒
2023-03-16 14:13:23.448 结束，查询次数：286，结果数量：3875，去重-->3812，耗时：4.043秒
2023-03-16 14:13:23.491 结束，查询次数：286，结果数量：3968，去重-->3902，耗时：3.979秒
2023-03-16 14:13:23.491 结束，查询次数：286，结果数量：3911，去重-->3822，耗时：3.539秒
2023-03-16 14:13:23.507 结束，查询次数：286，结果数量：3988，去重-->3912，耗时：3.462秒
2023-03-16 14:13:23.509 结束，查询次数：286，结果数量：3899，去重-->3812，耗时：3.616秒
2023-03-16 14:13:23.513 结束，查询次数：286，结果数量：3895，去重-->3818，耗时：4.069秒
2023-03-16 14:13:23.514 结束，查询次数：286，结果数量：3984，去重-->3922，耗时：3.810秒
2023-03-16 14:13:23.515 结束，查询次数：286，结果数量：4047，去重-->3966，耗时：3.565秒
2023-03-16 14:13:23.522 结束，查询次数：286，结果数量：4032，去重-->3956，耗时：3.711秒
2023-03-16 14:13:23.532 结束，查询次数：286，结果数量：3980，去重-->3902，耗时：3.484秒
2023-03-16 14:13:23.536 结束，查询次数：286，结果数量：4074，去重-->3997，耗时：4.042秒
2023-03-16 14:13:23.536 结束，查询次数：286，结果数量：3945，去重-->3868，耗时：4.007秒
2023-03-16 14:13:23.543 结束，查询次数：286，结果数量：4044，去重-->3968，耗时：3.781秒
2023-03-16 14:13:23.543 结束，查询次数：286，结果数量：3934，去重-->3860，耗时：3.861秒
2023-03-16 14:13:23.548 结束，查询次数：286，结果数量：3914，去重-->3837，耗时：3.735秒
2023-03-16 14:13:23.561 结束，查询次数：286，结果数量：4023，去重-->3940，耗时：3.750秒
2023-03-16 14:13:23.587 结束，查询次数：286，结果数量：3954，去重-->3875，耗时：3.760秒
2023-03-16 14:13:23.587 结束，查询次数：286，结果数量：3970，去重-->3883，耗时：3.759秒
2023-03-16 14:13:23.587 结束，查询次数：286，结果数量：3966，去重-->3882，耗时：3.968秒
2023-03-16 14:13:23.588 结束，查询次数：286，结果数量：4003，去重-->3918，耗时：3.777秒
2023-03-16 14:13:23.588 结束，查询次数：286，结果数量：4035，去重-->3956，耗时：3.838秒
2023-03-16 14:13:23.589 结束，查询次数：286，结果数量：4052，去重-->3966，耗时：3.907秒
2023-03-16 14:13:23.590 结束，查询次数：286，结果数量：3935，去重-->3865，耗时：4.242秒
2023-03-16 14:13:23.590 结束，查询次数：286，结果数量：3972，去重-->3904，耗时：3.696秒
2023-03-16 14:13:23.590 结束，查询次数：286，结果数量：3989，去重-->3917，耗时：3.640秒
2023-03-16 14:13:23.590 结束，查询次数：286，结果数量：4020，去重-->3937，耗时：3.763秒
2023-03-16 14:13:23.596 结束，查询次数：286，结果数量：4034，去重-->3936，耗时：3.834秒
2023-03-16 14:13:23.623 结束，查询次数：286，结果数量：3945，去重-->3853，耗时：3.712秒
2023-03-16 14:13:23.637 结束，查询次数：286，结果数量：3958，去重-->3892，耗时：3.587秒
2023-03-16 14:13:23.641 结束，查询次数：286，结果数量：4010，去重-->3940，耗时：3.730秒
2023-03-16 14:13:23.646 结束，查询次数：286，结果数量：4010，去重-->3932，耗时：3.697秒
2023-03-16 14:13:23.694 结束，查询次数：286，结果数量：4044，去重-->3957，耗时：4.182秒
2023-03-16 14:13:24.453 结束，查询次数：286，结果数量：4044，去重-->3964，耗时：2.226秒
2023-03-16 14:13:24.477 结束，查询次数：286，结果数量：3913，去重-->3848，耗时：2.369秒
2023-03-16 14:13:24.496 结束，查询次数：286，结果数量：4023，去重-->3941，耗时：2.320秒
2023-03-16 14:13:24.561 结束，查询次数：286，结果数量：3970，去重-->3890，耗时：2.424秒
2023-03-16 14:13:24.564 结束，查询次数：286，结果数量：4095，去重-->4013，耗时：2.427秒
2023-03-16 14:13:24.567 结束，查询次数：286，结果数量：3989，去重-->3924，耗时：2.376秒
2023-03-16 14:13:24.598 结束，查询次数：286，结果数量：4004，去重-->3935，耗时：2.122秒
2023-03-16 14:13:24.606 结束，查询次数：286，结果数量：4016，去重-->3947，耗时：2.105秒
2023-03-16 14:13:24.608 结束，查询次数：286，结果数量：3910，去重-->3840，耗时：2.160秒
2023-03-16 14:13:24.609 结束，查询次数：286，结果数量：3964，去重-->3889，耗时：2.005秒
2023-03-16 14:13:24.612 结束，查询次数：286，结果数量：3897，去重-->3827，耗时：2.293秒
2023-03-16 14:13:24.615 结束，查询次数：286，结果数量：3990，去重-->3901，耗时：2.182秒
2023-03-16 14:13:24.621 结束，查询次数：286，结果数量：3972，去重-->3898，耗时：2.306秒
2023-03-16 14:13:24.625 结束，查询次数：286，结果数量：3960，去重-->3871，耗时：2.120秒
2023-03-16 14:13:24.626 结束，查询次数：286，结果数量：3985，去重-->3895，耗时：2.140秒
2023-03-16 14:13:24.629 结束，查询次数：286，结果数量：3929，去重-->3858，耗时：2.195秒
2023-03-16 14:13:24.635 结束，查询次数：286，结果数量：3950，去重-->3866，耗时：2.303秒
2023-03-16 14:13:24.641 结束，查询次数：286，结果数量：3948，去重-->3874，耗时：2.208秒
2023-03-16 14:13:24.646 结束，查询次数：286，结果数量：3959，去重-->3883，耗时：2.262秒
2023-03-16 14:13:24.646 结束，查询次数：286，结果数量：3975，去重-->3900，耗时：2.170秒
2023-03-16 14:13:24.649 结束，查询次数：286，结果数量：4055，去重-->3972，耗时：2.054秒
2023-03-16 14:13:24.651 结束，查询次数：286，结果数量：3930，去重-->3861，耗时：1.977秒
2023-03-16 14:13:24.690 结束，查询次数：286，结果数量：4036，去重-->3943，耗时：2.213秒
2023-03-16 14:13:24.699 结束，查询次数：286，结果数量：3948，去重-->3859，耗时：2.146秒
2023-03-16 14:13:24.711 结束，查询次数：286，结果数量：3972，去重-->3885，耗时：2.083秒
2023-03-16 14:13:24.725 结束，查询次数：286，结果数量：3951，去重-->3888，耗时：2.145秒
2023-03-16 14:13:24.728 结束，查询次数：286，结果数量：3946，去重-->3872，耗时：2.106秒
2023-03-16 14:13:24.729 结束，查询次数：286，结果数量：3992，去重-->3904，耗时：1.990秒
2023-03-16 14:13:24.730 结束，查询次数：286，结果数量：4019，去重-->3941，耗时：1.892秒
2023-03-16 14:13:24.730 结束，查询次数：286，结果数量：4012，去重-->3937，耗时：2.168秒
2023-03-16 14:13:24.731 结束，查询次数：286，结果数量：4105，去重-->4026，耗时：2.037秒
2023-03-16 14:13:24.732 结束，查询次数：286，结果数量：3973，去重-->3905，耗时：1.947秒
2023-03-16 14:13:24.732 结束，查询次数：286，结果数量：4051，去重-->3969，耗时：1.992秒
2023-03-16 14:13:24.733 结束，查询次数：286，结果数量：3925，去重-->3839，耗时：2.088秒
2023-03-16 14:13:24.736 结束，查询次数：286，结果数量：3959，去重-->3881，耗时：2.156秒
2023-03-16 14:13:24.743 结束，查询次数：286，结果数量：4033，去重-->3953，耗时：1.990秒
2023-03-16 14:13:24.751 结束，查询次数：286，结果数量：3967，去重-->3885，耗时：2.046秒
2023-03-16 14:13:24.751 结束，查询次数：286，结果数量：3977，去重-->3899，耗时：1.967秒
2023-03-16 14:13:24.756 结束，查询次数：286，结果数量：4046，去重-->3972，耗时：2.028秒
2023-03-16 14:13:24.759 结束，查询次数：286，结果数量：3890，去重-->3816，耗时：2.282秒
2023-03-16 14:13:24.761 结束，查询次数：286，结果数量：3993，去重-->3919，耗时：1.858秒
2023-03-16 14:13:24.764 结束，查询次数：286，结果数量：3973，去重-->3896，耗时：2.177秒
2023-03-16 14:13:24.770 结束，查询次数：286，结果数量：4001，去重-->3923，耗时：2.030秒
2023-03-16 14:13:24.770 结束，查询次数：286，结果数量：3976，去重-->3896，耗时：2.081秒
2023-03-16 14:13:24.782 当前已处理请求数量：944，当前已发送请求数量：142329
2023-03-16 14:13:24.789 结束，查询次数：286，结果数量：3947，去重-->3869，耗时：1.887秒
2023-03-16 14:13:24.792 结束，查询次数：286，结果数量：3925，去重-->3856，耗时：2.158秒
2023-03-16 14:13:24.802 结束，查询次数：286，结果数量：3991，去重-->3924，耗时：2.049秒
2023-03-16 14:13:24.805 结束，查询次数：286，结果数量：3970，去重-->3898，耗时：1.901秒
2023-03-16 14:13:24.805 结束，查询次数：286，结果数量：3850，去重-->3762，耗时：1.630秒
2023-03-16 14:13:24.807 结束，查询次数：286，结果数量：4016，去重-->3935，耗时：1.754秒
2023-03-16 14:13:24.808 结束，查询次数：286，结果数量：3916，去重-->3833，耗时：1.921秒
2023-03-16 14:13:24.808 结束，查询次数：286，结果数量：3972，去重-->3884，耗时：2.080秒
2023-03-16 14:13:24.810 结束，查询次数：286，结果数量：4023，去重-->3945，耗时：1.924秒
2023-03-16 14:13:24.812 结束，查询次数：286，结果数量：3932，去重-->3855，耗时：2.028秒
2023-03-16 14:13:24.813 结束，查询次数：286，结果数量：4028，去重-->3958，耗时：1.722秒
2023-03-16 14:13:24.814 结束，查询次数：286，结果数量：3997，去重-->3930，耗时：2.116秒
2023-03-16 14:13:24.814 结束，查询次数：286，结果数量：3914，去重-->3847，耗时：2.142秒
2023-03-16 14:13:24.815 结束，查询次数：286，结果数量：3966，去重-->3881，耗时：2.031秒
2023-03-16 14:13:24.816 结束，查询次数：286，结果数量：3975，去重-->3903，耗时：1.911秒
2023-03-16 14:13:24.819 结束，查询次数：286，结果数量：3965，去重-->3903，耗时：2.176秒
2023-03-16 14:13:24.819 结束，查询次数：286，结果数量：3986，去重-->3906，耗时：2.063秒
2023-03-16 14:13:24.820 结束，查询次数：286，结果数量：3950，去重-->3864，耗时：1.915秒
2023-03-16 14:13:24.820 结束，查询次数：286，结果数量：3885，去重-->3814，耗时：2.046秒
2023-03-16 14:13:24.823 结束，查询次数：286，结果数量：4040，去重-->3964，耗时：1.597秒
2023-03-16 14:13:24.824 结束，查询次数：286，结果数量：4005，去重-->3928，耗时：1.993秒
2023-03-16 14:13:24.824 结束，查询次数：286，结果数量：4009，去重-->3919，耗时：1.937秒
2023-03-16 14:13:24.829 结束，查询次数：286，结果数量：4069，去重-->3984，耗时：2.010秒
2023-03-16 14:13:24.830 结束，查询次数：286，结果数量：3959，去重-->3882，耗时：1.604秒
2023-03-16 14:13:24.831 结束，查询次数：286，结果数量：4027，去重-->3941，耗时：2.126秒
2023-03-16 14:13:24.833 结束，查询次数：286，结果数量：3929，去重-->3869，耗时：1.688秒
2023-03-16 14:13:24.834 结束，查询次数：286，结果数量：4046，去重-->3949，耗时：1.596秒
2023-03-16 14:13:24.834 结束，查询次数：286，结果数量：4002，去重-->3901，耗时：1.711秒
2023-03-16 14:13:24.834 结束，查询次数：286，结果数量：3952，去重-->3864，耗时：1.608秒
2023-03-16 14:13:24.834 结束，查询次数：286，结果数量：4023，去重-->3945，耗时：1.608秒
2023-03-16 14:13:24.846 结束，查询次数：286，结果数量：3997，去重-->3927，耗时：1.620秒
2023-03-16 14:13:24.846 结束，查询次数：286，结果数量：3964，去重-->3887，耗时：1.681秒
2023-03-16 14:13:24.847 结束，查询次数：286，结果数量：4041，去重-->3940，耗时：1.734秒
2023-03-16 14:13:24.847 结束，查询次数：286，结果数量：3960，去重-->3875，耗时：1.559秒
2023-03-16 14:13:24.847 结束，查询次数：286，结果数量：3990，去重-->3913，耗时：1.672秒
2023-03-16 14:13:24.848 结束，查询次数：286，结果数量：3916，去重-->3841，耗时：1.764秒
2023-03-16 14:13:24.848 结束，查询次数：286，结果数量：4004，去重-->3936，耗时：2.075秒
2023-03-16 14:13:24.859 结束，查询次数：286，结果数量：3952，去重-->3860，耗时：2.216秒
2023-03-16 14:13:24.860 结束，查询次数：286，结果数量：3959，去重-->3891，耗时：1.593秒
2023-03-16 14:13:24.860 结束，查询次数：286，结果数量：4064，去重-->3970，耗时：1.634秒
2023-03-16 14:13:24.861 结束，查询次数：286，结果数量：3978，去重-->3911，耗时：1.781秒
2023-03-16 14:13:24.862 结束，查询次数：286，结果数量：4034，去重-->3943，耗时：1.785秒
2023-03-16 14:13:24.876 结束，查询次数：286，结果数量：3987，去重-->3904，耗时：1.752秒
2023-03-16 14:13:24.876 结束，查询次数：286，结果数量：3936，去重-->3864，耗时：1.830秒
2023-03-16 14:13:24.876 结束，查询次数：286，结果数量：3954，去重-->3880，耗时：1.788秒
2023-03-16 14:13:24.876 结束，查询次数：286，结果数量：4041，去重-->3970，耗时：1.726秒
2023-03-16 14:13:24.876 结束，查询次数：286，结果数量：4006，去重-->3942，耗时：1.609秒
2023-03-16 14:13:24.876 结束，查询次数：286，结果数量：3969，去重-->3892，耗时：1.701秒
2023-03-16 14:13:24.877 结束，查询次数：286，结果数量：3995，去重-->3926，耗时：1.972秒
2023-03-16 14:13:24.877 结束，查询次数：286，结果数量：3960，去重-->3877，耗时：2.115秒
2023-03-16 14:13:24.878 结束，查询次数：286，结果数量：3983，去重-->3906，耗时：1.590秒
2023-03-16 14:13:24.878 结束，查询次数：286，结果数量：3935，去重-->3875，耗时：1.768秒
2023-03-16 14:13:24.878 结束，查询次数：286，结果数量：4032，去重-->3967，耗时：1.764秒
2023-03-16 14:13:24.878 结束，查询次数：286，结果数量：3924，去重-->3840，耗时：1.780秒
2023-03-16 14:13:24.892 结束，查询次数：286，结果数量：3957，去重-->3887，耗时：1.716秒
2023-03-16 14:13:24.892 结束，查询次数：286，结果数量：4043，去重-->3949，耗时：1.625秒
2023-03-16 14:13:26.753 当前已处理请求数量：1000，当前已发送请求数量：143000
2023-03-16 14:13:28.750 当前已处理请求数量：1000，当前已发送请求数量：143000
2023-03-16 14:13:30.765 当前已处理请求数量：1000，当前已发送请求数量：143000
2023-03-16 14:13:32.765 当前已处理请求数量：1000，当前已发送请求数量：143000
2023-03-16 14:13:34.760 当前已处理请求数量：1000，当前已发送请求数量：143000
2023-03-16 14:13:36.758 当前已处理请求数量：1000，当前已发送请求数量：143000
2023-03-16 14:13:38.767 当前已处理请求数量：1000，当前已发送请求数量：143000
